global_idx,state_id,location,timestamp_utc,npz_path
118,casablanca_ma_20250907T112212Z_s2c_msil2a_20250907t110631_n0511,casablanca_ma,2025-09-07T11:22:12.896000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20250907T112212Z_s2c_msil2a_20250907t110631_n0511.npz
119,casablanca_ma_20250909T112208Z_s2a_msil2a_20250909t110651_n0511,casablanca_ma,2025-09-09T11:22:08.987000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20250909T112208Z_s2a_msil2a_20250909t110651_n0511.npz
120,casablanca_ma_20250912T112155Z_s2b_msil2a_20250912t110619_n0511,casablanca_ma,2025-09-12T11:21:55.445000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20250912T112155Z_s2b_msil2a_20250912t110619_n0511.npz
121,casablanca_ma_20250917T112209Z_s2c_msil2a_20250917t110731_n0511,casablanca_ma,2025-09-17T11:22:09.683000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20250917T112209Z_s2c_msil2a_20250917t110731_n0511.npz
122,casablanca_ma_20250922T112155Z_s2b_msil2a_20250922t110659_n0511,casablanca_ma,2025-09-22T11:21:55.852000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20250922T112155Z_s2b_msil2a_20250922t110659_n0511.npz
123,casablanca_ma_20250927T112212Z_s2c_msil2a_20250927t110841_n0511,casablanca_ma,2025-09-27T11:22:12.275000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20250927T112212Z_s2c_msil2a_20250927t110841_n0511.npz
124,casablanca_ma_20250929T112216Z_s2a_msil2a_20250929t110851_n0511,casablanca_ma,2025-09-29T11:22:16.215000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20250929T112216Z_s2a_msil2a_20250929t110851_n0511.npz
125,casablanca_ma_20251002T112157Z_s2b_msil2a_20251002t110809_n0511,casablanca_ma,2025-10-02T11:21:57.057000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251002T112157Z_s2b_msil2a_20251002t110809_n0511.npz
126,casablanca_ma_20251007T112211Z_s2c_msil2a_20251007t110951_n0511,casablanca_ma,2025-10-07T11:22:11.219000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251007T112211Z_s2c_msil2a_20251007t110951_n0511.npz
127,casablanca_ma_20251012T112155Z_s2b_msil2a_20251012t110919_n0511,casablanca_ma,2025-10-12T11:21:55.861000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251012T112155Z_s2b_msil2a_20251012t110919_n0511.npz
128,casablanca_ma_20251017T112207Z_s2c_msil2a_20251017t111101_n0511,casablanca_ma,2025-10-17T11:22:07.539000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251017T112207Z_s2c_msil2a_20251017t111101_n0511.npz
129,casablanca_ma_20251019T112211Z_s2a_msil2a_20251019t111111_n0511,casablanca_ma,2025-10-19T11:22:11.593000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251019T112211Z_s2a_msil2a_20251019t111111_n0511.npz
130,casablanca_ma_20251022T112156Z_s2b_msil2a_20251022t111019_n0511,casablanca_ma,2025-10-22T11:21:56.899000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251022T112156Z_s2b_msil2a_20251022t111019_n0511.npz
131,casablanca_ma_20251027T112209Z_s2c_msil2a_20251027t111201_n0511,casablanca_ma,2025-10-27T11:22:09.803000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251027T112209Z_s2c_msil2a_20251027t111201_n0511.npz
132,casablanca_ma_20251101T112154Z_s2b_msil2a_20251101t111119_n0511,casablanca_ma,2025-11-01T11:21:54.532000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251101T112154Z_s2b_msil2a_20251101t111119_n0511.npz
133,casablanca_ma_20251106T112208Z_s2c_msil2a_20251106t111301_n0511,casablanca_ma,2025-11-06T11:22:08.984000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251106T112208Z_s2c_msil2a_20251106t111301_n0511.npz
134,casablanca_ma_20251108T112212Z_s2a_msil2a_20251108t111311_n0511,casablanca_ma,2025-11-08T11:22:12.484000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251108T112212Z_s2a_msil2a_20251108t111311_n0511.npz
135,casablanca_ma_20251111T112153Z_s2b_msil2a_20251111t111209_n0511,casablanca_ma,2025-11-11T11:21:53.124000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251111T112153Z_s2b_msil2a_20251111t111209_n0511.npz
136,casablanca_ma_20251116T112206Z_s2c_msil2a_20251116t111341_n0511,casablanca_ma,2025-11-16T11:22:06.118000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251116T112206Z_s2c_msil2a_20251116t111341_n0511.npz
137,casablanca_ma_20251121T112151Z_s2b_msil2a_20251121t111259_n0511,casablanca_ma,2025-11-21T11:21:51.574000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251121T112151Z_s2b_msil2a_20251121t111259_n0511.npz
138,casablanca_ma_20251126T112206Z_s2c_msil2a_20251126t111421_n0511,casablanca_ma,2025-11-26T11:22:06.169000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251126T112206Z_s2c_msil2a_20251126t111421_n0511.npz
139,casablanca_ma_20251128T112213Z_s2a_msil2a_20251128t111431_n0511,casablanca_ma,2025-11-28T11:22:13.941000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251128T112213Z_s2a_msil2a_20251128t111431_n0511.npz
140,casablanca_ma_20251201T112150Z_s2b_msil2a_20251201t111329_n0511,casablanca_ma,2025-12-01T11:21:50.983000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251201T112150Z_s2b_msil2a_20251201t111329_n0511.npz
141,casablanca_ma_20251201T112158Z_s2b_msil2a_20251201t111329_n0511,casablanca_ma,2025-12-01T11:21:58.080000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251201T112158Z_s2b_msil2a_20251201t111329_n0511.npz
142,casablanca_ma_20251206T112204Z_s2c_msil2a_20251206t111451_n0511,casablanca_ma,2025-12-06T11:22:04.396000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251206T112204Z_s2c_msil2a_20251206t111451_n0511.npz
143,casablanca_ma_20251211T112154Z_s2b_msil2a_20251211t111349_n0511,casablanca_ma,2025-12-11T11:21:54.521000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251211T112154Z_s2b_msil2a_20251211t111349_n0511.npz
144,casablanca_ma_20251216T112204Z_s2c_msil2a_20251216t111501_n0511,casablanca_ma,2025-12-16T11:22:04.961000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251216T112204Z_s2c_msil2a_20251216t111501_n0511.npz
145,casablanca_ma_20251218T112212Z_s2a_msil2a_20251218t111511_n0511,casablanca_ma,2025-12-18T11:22:12.738000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251218T112212Z_s2a_msil2a_20251218t111511_n0511.npz
146,casablanca_ma_20251221T112155Z_s2b_msil2a_20251221t111359_n0511,casablanca_ma,2025-12-21T11:21:55.388000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251221T112155Z_s2b_msil2a_20251221t111359_n0511.npz
147,casablanca_ma_20251226T112204Z_s2c_msil2a_20251226t111501_n0511,casablanca_ma,2025-12-26T11:22:04.545000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251226T112204Z_s2c_msil2a_20251226t111501_n0511.npz
148,casablanca_ma_20251231T112156Z_s2b_msil2a_20251231t111359_n0511,casablanca_ma,2025-12-31T11:21:56.055000+00:00,cloud_state_dataset\states_npz\casablanca_ma_20251231T112156Z_s2b_msil2a_20251231t111359_n0511.npz
149,helsinki_fi_20250915T094353Z_s2b_msil2a_20250915t094029_n0511,helsinki_fi,2025-09-15T09:43:53.632000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250915T094353Z_s2b_msil2a_20250915t094029_n0511.npz
150,helsinki_fi_20250915T095406Z_s2a_msil2a_20250915t095041_n0511,helsinki_fi,2025-09-15T09:54:06.485000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250915T095406Z_s2a_msil2a_20250915t095041_n0511.npz
151,helsinki_fi_20250918T095350Z_s2b_msil2a_20250918t095029_n0511,helsinki_fi,2025-09-18T09:53:50.544000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250918T095350Z_s2b_msil2a_20250918t095029_n0511.npz
152,helsinki_fi_20250920T094408Z_s2c_msil2a_20250920t094041_n0511,helsinki_fi,2025-09-20T09:44:08.826000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250920T094408Z_s2c_msil2a_20250920t094041_n0511.npz
153,helsinki_fi_20250922T094410Z_s2a_msil2a_20250922t094051_n0511,helsinki_fi,2025-09-22T09:44:10.756000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250922T094410Z_s2a_msil2a_20250922t094051_n0511.npz
154,helsinki_fi_20250923T095407Z_s2c_msil2a_20250923t095041_n0511,helsinki_fi,2025-09-23T09:54:07.505000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250923T095407Z_s2c_msil2a_20250923t095041_n0511.npz
155,helsinki_fi_20250925T094355Z_s2b_msil2a_20250925t094029_n0511,helsinki_fi,2025-09-25T09:43:55.320000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250925T094355Z_s2b_msil2a_20250925t094029_n0511.npz
156,helsinki_fi_20250925T095408Z_s2a_msil2a_20250925t095101_n0511,helsinki_fi,2025-09-25T09:54:08.596000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250925T095408Z_s2a_msil2a_20250925t095101_n0511.npz
157,helsinki_fi_20250928T095353Z_s2b_msil2a_20250928t095029_n0511,helsinki_fi,2025-09-28T09:53:53.358000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250928T095353Z_s2b_msil2a_20250928t095029_n0511.npz
158,helsinki_fi_20250930T094411Z_s2c_msil2a_20250930t094051_n0511,helsinki_fi,2025-09-30T09:44:11.102000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20250930T094411Z_s2c_msil2a_20250930t094051_n0511.npz
159,helsinki_fi_20251002T094411Z_s2a_msil2a_20251002t094121_n0511,helsinki_fi,2025-10-02T09:44:11.243000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251002T094411Z_s2a_msil2a_20251002t094121_n0511.npz
160,helsinki_fi_20251003T095407Z_s2c_msil2a_20251003t095041_n0511,helsinki_fi,2025-10-03T09:54:07.897000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251003T095407Z_s2c_msil2a_20251003t095041_n0511.npz
161,helsinki_fi_20251005T094355Z_s2b_msil2a_20251005t094029_n0511,helsinki_fi,2025-10-05T09:43:55.045000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251005T094355Z_s2b_msil2a_20251005t094029_n0511.npz
162,helsinki_fi_20251005T095408Z_s2a_msil2a_20251005t095101_n0511,helsinki_fi,2025-10-05T09:54:08.731000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251005T095408Z_s2a_msil2a_20251005t095101_n0511.npz
163,helsinki_fi_20251008T095351Z_s2b_msil2a_20251008t095029_n0511,helsinki_fi,2025-10-08T09:53:51.654000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251008T095351Z_s2b_msil2a_20251008t095029_n0511.npz
164,helsinki_fi_20251010T094408Z_s2c_msil2a_20251010t094041_n0511,helsinki_fi,2025-10-10T09:44:08.861000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251010T094408Z_s2c_msil2a_20251010t094041_n0511.npz
165,helsinki_fi_20251012T094409Z_s2a_msil2a_20251012t094051_n0511,helsinki_fi,2025-10-12T09:44:09.952000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251012T094409Z_s2a_msil2a_20251012t094051_n0511.npz
166,helsinki_fi_20251013T095405Z_s2c_msil2a_20251013t095041_n0511,helsinki_fi,2025-10-13T09:54:05.096000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251013T095405Z_s2c_msil2a_20251013t095041_n0511.npz
167,helsinki_fi_20251015T094355Z_s2b_msil2a_20251015t094029_n0511,helsinki_fi,2025-10-15T09:43:55.128000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251015T094355Z_s2b_msil2a_20251015t094029_n0511.npz
168,helsinki_fi_20251015T095406Z_s2a_msil2a_20251015t095041_n0511,helsinki_fi,2025-10-15T09:54:06.475000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251015T095406Z_s2a_msil2a_20251015t095041_n0511.npz
169,helsinki_fi_20251018T095353Z_s2b_msil2a_20251018t095029_n0511,helsinki_fi,2025-10-18T09:53:53.091000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251018T095353Z_s2b_msil2a_20251018t095029_n0511.npz
170,helsinki_fi_20251020T094407Z_s2c_msil2a_20251020t094041_n0511,helsinki_fi,2025-10-20T09:44:07.221000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251020T094407Z_s2c_msil2a_20251020t094041_n0511.npz
171,helsinki_fi_20251022T094410Z_s2a_msil2a_20251022t094121_n0511,helsinki_fi,2025-10-22T09:44:10.926000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251022T094410Z_s2a_msil2a_20251022t094121_n0511.npz
172,helsinki_fi_20251023T095405Z_s2c_msil2a_20251023t095101_n0511,helsinki_fi,2025-10-23T09:54:05.466000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251023T095405Z_s2c_msil2a_20251023t095101_n0511.npz
173,helsinki_fi_20251025T094355Z_s2b_msil2a_20251025t094029_n0511,helsinki_fi,2025-10-25T09:43:55.169000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251025T094355Z_s2b_msil2a_20251025t094029_n0511.npz
174,helsinki_fi_20251025T095409Z_s2a_msil2a_20251025t095111_n0511,helsinki_fi,2025-10-25T09:54:09.139000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251025T095409Z_s2a_msil2a_20251025t095111_n0511.npz
175,helsinki_fi_20251028T095352Z_s2b_msil2a_20251028t095029_n0511,helsinki_fi,2025-10-28T09:53:52.059000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251028T095352Z_s2b_msil2a_20251028t095029_n0511.npz
176,helsinki_fi_20251030T094408Z_s2c_msil2a_20251030t094141_n0511,helsinki_fi,2025-10-30T09:44:08.533000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251030T094408Z_s2c_msil2a_20251030t094141_n0511.npz
177,helsinki_fi_20251101T094412Z_s2a_msil2a_20251101t094151_n0511,helsinki_fi,2025-11-01T09:44:12.131000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251101T094412Z_s2a_msil2a_20251101t094151_n0511.npz
178,helsinki_fi_20251102T095405Z_s2c_msil2a_20251102t095201_n0511,helsinki_fi,2025-11-02T09:54:05.836000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251102T095405Z_s2c_msil2a_20251102t095201_n0511.npz
179,helsinki_fi_20251104T094351Z_s2b_msil2a_20251104t094059_n0511,helsinki_fi,2025-11-04T09:43:51.905000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251104T094351Z_s2b_msil2a_20251104t094059_n0511.npz
180,helsinki_fi_20251104T095409Z_s2a_msil2a_20251104t095211_n0511,helsinki_fi,2025-11-04T09:54:09.455000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251104T095409Z_s2a_msil2a_20251104t095211_n0511.npz
181,helsinki_fi_20251107T095348Z_s2b_msil2a_20251107t095119_n0511,helsinki_fi,2025-11-07T09:53:48.502000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251107T095348Z_s2b_msil2a_20251107t095119_n0511.npz
182,helsinki_fi_20251109T094406Z_s2c_msil2a_20251109t094231_n0511,helsinki_fi,2025-11-09T09:44:06.756000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251109T094406Z_s2c_msil2a_20251109t094231_n0511.npz
183,helsinki_fi_20251111T094410Z_s2a_msil2a_20251111t094241_n0511,helsinki_fi,2025-11-11T09:44:10.131000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251111T094410Z_s2a_msil2a_20251111t094241_n0511.npz
184,helsinki_fi_20251112T095403Z_s2c_msil2a_20251112t095251_n0511,helsinki_fi,2025-11-12T09:54:03.044000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251112T095403Z_s2c_msil2a_20251112t095251_n0511.npz
185,helsinki_fi_20251114T094351Z_s2b_msil2a_20251114t094149_n0511,helsinki_fi,2025-11-14T09:43:51.751000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251114T094351Z_s2b_msil2a_20251114t094149_n0511.npz
186,helsinki_fi_20251114T095407Z_s2a_msil2a_20251114t095301_n0511,helsinki_fi,2025-11-14T09:54:07.883000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251114T095407Z_s2a_msil2a_20251114t095301_n0511.npz
187,helsinki_fi_20251117T095348Z_s2b_msil2a_20251117t095209_n0511,helsinki_fi,2025-11-17T09:53:48.851000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251117T095348Z_s2b_msil2a_20251117t095209_n0511.npz
188,helsinki_fi_20251119T094404Z_s2c_msil2a_20251119t094321_n0511,helsinki_fi,2025-11-19T09:44:04.981000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251119T094404Z_s2c_msil2a_20251119t094321_n0511.npz
189,helsinki_fi_20251121T094412Z_s2a_msil2a_20251121t094331_n0511,helsinki_fi,2025-11-21T09:44:12.212000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251121T094412Z_s2a_msil2a_20251121t094331_n0511.npz
190,helsinki_fi_20251124T094349Z_s2b_msil2a_20251124t094229_n0511,helsinki_fi,2025-11-24T09:43:49.131000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251124T094349Z_s2b_msil2a_20251124t094229_n0511.npz
191,helsinki_fi_20251124T095410Z_s2a_msil2a_20251124t095351_n0511,helsinki_fi,2025-11-24T09:54:10.108000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251124T095410Z_s2a_msil2a_20251124t095351_n0511.npz
192,helsinki_fi_20251127T095345Z_s2b_msil2a_20251127t095239_n0511,helsinki_fi,2025-11-27T09:53:45.298000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251127T095345Z_s2b_msil2a_20251127t095239_n0511.npz
193,helsinki_fi_20251129T094404Z_s2c_msil2a_20251129t094351_n0511,helsinki_fi,2025-11-29T09:44:04.785000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251129T094404Z_s2c_msil2a_20251129t094351_n0511.npz
194,helsinki_fi_20251204T094351Z_s2b_msil2a_20251204t094259_n0511,helsinki_fi,2025-12-04T09:43:51.274000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251204T094351Z_s2b_msil2a_20251204t094259_n0511.npz
195,helsinki_fi_20251214T094353Z_s2b_msil2a_20251214t094319_n0511,helsinki_fi,2025-12-14T09:43:53.382000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251214T094353Z_s2b_msil2a_20251214t094319_n0511.npz
196,helsinki_fi_20251217T095350Z_s2b_msil2a_20251217t095329_n0511,helsinki_fi,2025-12-17T09:53:50.944000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251217T095350Z_s2b_msil2a_20251217t095329_n0511.npz
197,helsinki_fi_20251224T094354Z_s2b_msil2a_20251224t094329_n0511,helsinki_fi,2025-12-24T09:43:54.540000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251224T094354Z_s2b_msil2a_20251224t094329_n0511.npz
198,helsinki_fi_20251227T095352Z_s2b_msil2a_20251227t095329_n0511,helsinki_fi,2025-12-27T09:53:52.351000+00:00,cloud_state_dataset\states_npz\helsinki_fi_20251227T095352Z_s2b_msil2a_20251227t095329_n0511.npz
199,lisbon_pt_20251119T113056Z_s2c_msil2a_20251119t112401_n0511,lisbon_pt,2025-11-19T11:30:56.862000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251119T113056Z_s2c_msil2a_20251119t112401_n0511.npz
200,lisbon_pt_20251121T113049Z_s2a_msil2a_20251121t112421_n0511,lisbon_pt,2025-11-21T11:30:49.513000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251121T113049Z_s2a_msil2a_20251121t112421_n0511.npz
201,lisbon_pt_20251121T113104Z_s2a_msil2a_20251121t112421_n0511,lisbon_pt,2025-11-21T11:31:04.138000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251121T113104Z_s2a_msil2a_20251121t112421_n0511.npz
202,lisbon_pt_20251122T114038Z_s2c_msil2a_20251122t113421_n0511,lisbon_pt,2025-11-22T11:40:38.651000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251122T114038Z_s2c_msil2a_20251122t113421_n0511.npz
203,lisbon_pt_20251122T114046Z_s2c_msil2a_20251122t113421_n0511,lisbon_pt,2025-11-22T11:40:46.981000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251122T114046Z_s2c_msil2a_20251122t113421_n0511.npz
204,lisbon_pt_20251122T114053Z_s2c_msil2a_20251122t113421_n0511,lisbon_pt,2025-11-22T11:40:53.614000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251122T114053Z_s2c_msil2a_20251122t113421_n0511.npz
205,lisbon_pt_20251124T113026Z_s2b_msil2a_20251124t112309_n0511,lisbon_pt,2025-11-24T11:30:26.385000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251124T113026Z_s2b_msil2a_20251124t112309_n0511.npz
206,lisbon_pt_20251124T113041Z_s2b_msil2a_20251124t112309_n0511,lisbon_pt,2025-11-24T11:30:41.013000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251124T113041Z_s2b_msil2a_20251124t112309_n0511.npz
207,lisbon_pt_20251124T114046Z_s2a_msil2a_20251124t113911_n0511,lisbon_pt,2025-11-24T11:40:46.020000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251124T114046Z_s2a_msil2a_20251124t113911_n0511.npz
208,lisbon_pt_20251124T114100Z_s2a_msil2a_20251124t113911_n0511,lisbon_pt,2025-11-24T11:41:00.236000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251124T114100Z_s2a_msil2a_20251124t113911_n0511.npz
209,lisbon_pt_20251127T114021Z_s2b_msil2a_20251127t113319_n0511,lisbon_pt,2025-11-27T11:40:21.178000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251127T114021Z_s2b_msil2a_20251127t113319_n0511.npz
210,lisbon_pt_20251127T114035Z_s2b_msil2a_20251127t113319_n0511,lisbon_pt,2025-11-27T11:40:35.388000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251127T114035Z_s2b_msil2a_20251127t113319_n0511.npz
211,lisbon_pt_20251129T113041Z_s2c_msil2a_20251129t112431_n0511,lisbon_pt,2025-11-29T11:30:41.485000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251129T113041Z_s2c_msil2a_20251129t112431_n0511.npz
212,lisbon_pt_20251129T113056Z_s2c_msil2a_20251129t112431_n0511,lisbon_pt,2025-11-29T11:30:56.085000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251129T113056Z_s2c_msil2a_20251129t112431_n0511.npz
213,lisbon_pt_20251201T113049Z_s2a_msil2a_20251201t112451_n0511,lisbon_pt,2025-12-01T11:30:49.589000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251201T113049Z_s2a_msil2a_20251201t112451_n0511.npz
214,lisbon_pt_20251201T113104Z_s2a_msil2a_20251201t112451_n0511,lisbon_pt,2025-12-01T11:31:04.214000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251201T113104Z_s2a_msil2a_20251201t112451_n0511.npz
215,lisbon_pt_20251202T114036Z_s2c_msil2a_20251202t113451_n0511,lisbon_pt,2025-12-02T11:40:36.752000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251202T114036Z_s2c_msil2a_20251202t113451_n0511.npz
216,lisbon_pt_20251202T114050Z_s2c_msil2a_20251202t113451_n0511,lisbon_pt,2025-12-02T11:40:50.992000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251202T114050Z_s2c_msil2a_20251202t113451_n0511.npz
217,lisbon_pt_20251204T113028Z_s2b_msil2a_20251204t112339_n0511,lisbon_pt,2025-12-04T11:30:28.597000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251204T113028Z_s2b_msil2a_20251204t112339_n0511.npz
218,lisbon_pt_20251204T113043Z_s2b_msil2a_20251204t112339_n0511,lisbon_pt,2025-12-04T11:30:43.222000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251204T113043Z_s2b_msil2a_20251204t112339_n0511.npz
219,lisbon_pt_20251204T114045Z_s2a_msil2a_20251204t113501_n0511,lisbon_pt,2025-12-04T11:40:45.209000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251204T114045Z_s2a_msil2a_20251204t113501_n0511.npz
220,lisbon_pt_20251204T114059Z_s2a_msil2a_20251204t113501_n0511,lisbon_pt,2025-12-04T11:40:59.418000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251204T114059Z_s2a_msil2a_20251204t113501_n0511.npz
221,lisbon_pt_20251207T114025Z_s2b_msil2a_20251207t113359_n0511,lisbon_pt,2025-12-07T11:40:25.796000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251207T114025Z_s2b_msil2a_20251207t113359_n0511.npz
222,lisbon_pt_20251207T114040Z_s2b_msil2a_20251207t113359_n0511,lisbon_pt,2025-12-07T11:40:40.016000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251207T114040Z_s2b_msil2a_20251207t113359_n0511.npz
223,lisbon_pt_20251209T113040Z_s2c_msil2a_20251209t112501_n0511,lisbon_pt,2025-12-09T11:30:40.871000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251209T113040Z_s2c_msil2a_20251209t112501_n0511.npz
224,lisbon_pt_20251209T113055Z_s2c_msil2a_20251209t112501_n0511,lisbon_pt,2025-12-09T11:30:55.473000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251209T113055Z_s2c_msil2a_20251209t112501_n0511.npz
225,lisbon_pt_20251211T113046Z_s2a_msil2a_20251211t112511_n0511,lisbon_pt,2025-12-11T11:30:46.882000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251211T113046Z_s2a_msil2a_20251211t112511_n0511.npz
226,lisbon_pt_20251211T113101Z_s2a_msil2a_20251211t112511_n0511,lisbon_pt,2025-12-11T11:31:01.518000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251211T113101Z_s2a_msil2a_20251211t112511_n0511.npz
227,lisbon_pt_20251212T114037Z_s2c_msil2a_20251212t113511_n0511,lisbon_pt,2025-12-12T11:40:37.195000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251212T114037Z_s2c_msil2a_20251212t113511_n0511.npz
228,lisbon_pt_20251212T114051Z_s2c_msil2a_20251212t113511_n0511,lisbon_pt,2025-12-12T11:40:51.437000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251212T114051Z_s2c_msil2a_20251212t113511_n0511.npz
229,lisbon_pt_20251214T113030Z_s2b_msil2a_20251214t112359_n0511,lisbon_pt,2025-12-14T11:30:30.667000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251214T113030Z_s2b_msil2a_20251214t112359_n0511.npz
230,lisbon_pt_20251214T113045Z_s2b_msil2a_20251214t112359_n0511,lisbon_pt,2025-12-14T11:30:45.290000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251214T113045Z_s2b_msil2a_20251214t112359_n0511.npz
231,lisbon_pt_20251214T114043Z_s2a_msil2a_20251214t113911_n0511,lisbon_pt,2025-12-14T11:40:43.815000+00:00,cloud_state_dataset\states_npz\lisbon_pt_20251214T114043Z_s2a_msil2a_20251214t113911_n0511.npz
